"LISCENCEEXP","GENDER","DRIVINGEXPIRIENCE","BIRTHDAY","NAME","ID"
"09/01/2058","MALE  ","7","17/06/1980","Talvin Finn         ","55933598"
"12/04/2059","FEMALE","49","30/04/1997","Lily Griffith       ","4348472"
"21/03/2049","MALE  ","50","31/03/1988","Petula Hughes       ","45862968"
"20/02/2045","MALE  ","9","15/03/1984","Cathy Alexander     ","5395105"
"18/08/2055","FEMALE","16","27/10/1972","Beverley Fisher     ","52900612"
"15/03/2039","FEMALE","47","28/06/1968","Christian Metcalf   ","80560297"
"23/06/2025","MALE  ","9","02/10/1996","Hikaru Vincent      ","49854977"
"28/05/2042","FEMALE","32","13/10/1988","Regina Tilly        ","46941501"
"07/02/2049","MALE  ","13","20/04/1963","Gilberto Thurman    ","76867184"
"30/01/2038","FEMALE","11","05/03/2004","Chloe Kadison       ","76344006"
"07/12/2030","MALE  ","36","12/06/1963","Sandra Eckhart      ","25683221"
"02/06/2049","MALE  ","50","13/02/1967","Rawlins Ryder       ","46953493"
"13/08/2031","MALE  ","49","12/03/1985","Sal Phoenix         ","1491138"
"13/01/2027","MALE  ","43","03/08/1969","Chubby Law          ","84261822"
"18/11/2060","MALE  ","48","13/01/1963","Elizabeth Holly     ","48419440"
"28/11/2031","FEMALE","20","04/04/1984","Rosie Posey         ","93699670"
"24/10/2032","FEMALE","31","23/12/1975","Maceo Domino        ","14734266"
"15/05/2028","MALE  ","33","26/05/1970","Jon Harnes          ","59792913"
"12/03/2034","FEMALE","47","28/01/2001","Grace McGinley      ","15120618"
"11/05/2047","FEMALE","26","10/11/1983","Cheryl Parm         ","72304169"
"30/10/2053","MALE  ","13","18/01/1976","Vern Chung          ","26436794"
"25/04/2035","MALE  ","34","06/12/1965","Kyle Christie       ","19996726"
"21/11/2036","FEMALE","9","07/03/1963","Chloe Rodgers       ","86241339"
"25/03/2055","FEMALE","49","22/09/1975","Teena Cleary        ","98615076"
"01/01/2048","FEMALE","15","02/06/1987","Woody Hurt          ","56458250"
"23/10/2049","MALE  ","40","22/02/2005","Derrick Davidson    ","92664591"
"09/03/2040","MALE  ","27","30/07/2003","Maxine Zellweger    ","24018795"
"28/03/2033","MALE  ","7","05/01/1997","Anna Numan          ","41842373"
"08/09/2035","FEMALE","32","13/08/1961","Annette Atkinson    ","42447242"
"14/08/2041","FEMALE","23","18/12/1987","Joshua Cotton       ","73772125"
"15/09/2024","FEMALE","32","21/03/1962","Malcolm Payne       ","29392949"
"11/10/2051","FEMALE","35","07/04/1974","Glen Gooding        ","6277904"
"04/05/2022","FEMALE","38","01/09/1983","Kelli Weisz         ","31302635"
"01/08/2031","MALE  ","15","04/11/1981","Charlie McCabe      ","76044893"
"13/05/2048","MALE  ","38","13/11/1998","William Hirsch      ","4024365"
"21/04/2046","FEMALE","10","13/01/1993","Selma Eastwood      ","67409878"
"04/08/2022","MALE  ","41","10/07/1994","Juliet Mazar        ","43388641"
"23/10/2043","FEMALE","23","16/02/1973","Mira Fogerty        ","76449875"
"09/03/2039","MALE  ","41","03/06/1998","John Rowlands       ","88972177"
"10/03/2051","MALE  ","40","27/04/1975","Rosanna Marsden     ","82744405"
"19/01/2035","FEMALE","9","02/10/1969","Andie Salt          ","23566316"
"09/02/2032","MALE  ","36","06/02/1968","Laurie Day-Lewis    ","95425191"
"16/12/2039","FEMALE","39","11/12/2004","Vincent Lang        ","56594733"
"13/05/2030","MALE  ","50","21/06/1984","Thelma Thompson     ","22646556"
"21/02/2056","MALE  ","38","03/11/1965","Tracy Hatchet       ","18103955"
"24/11/2051","MALE  ","39","16/03/1990","Martin Dempsey      ","65660629"
"28/07/2042","MALE  ","3","02/08/1997","Mickey Oldman       ","57235378"
"17/10/2048","MALE  ","32","20/11/1996","Kevin Waite         ","91513459"
"23/01/2036","FEMALE","27","18/12/1962","Lenny Osmond        ","41528903"
"07/07/2022","FEMALE","45","21/06/1991","Adrien Romijn-Stamos","73241436"
"03/06/2041","FEMALE","19","20/11/2000","Cornell Swank       ","47255909"
"04/08/2056","FEMALE","31","06/02/1969","Ahmad Law           ","34591933"
"06/10/2040","MALE  ","49","16/07/1996","Rosco Caan          ","22483266"
"26/07/2033","FEMALE","29","05/07/1983","Sona Nolte          ","78967902"
"03/03/2048","FEMALE","47","15/09/1969","Lindsay Shepherd    ","49980169"
"12/04/2049","MALE  ","38","01/08/1982","Maggie Shawn        ","50753134"
"31/07/2035","MALE  ","2","22/06/1977","Lonnie Rodgers      ","42646031"
"05/10/2052","MALE  ","13","15/02/1969","Maura Knight        ","52663221"
"02/11/2053","FEMALE","35","08/03/2004","Red Curry           ","26110316"
"16/07/2051","MALE  ","26","30/11/1983","Darren Zevon        ","56536757"
"04/10/2041","MALE  ","45","28/04/1992","Adam MacDowell      ","7784090"
"29/05/2047","MALE  ","19","31/12/2002","Alfie Fiennes       ","78282132"
"12/12/2050","MALE  ","6","06/01/1990","Albertina Gryner    ","55178235"
"29/06/2044","MALE  ","27","25/07/1983","Albertina Mould     ","71777249"
"23/02/2023","MALE  ","14","15/05/2000","Joey Palin          ","14994674"
"16/06/2059","MALE  ","33","14/05/1985","Eric Benet          ","12632845"
"23/03/2043","FEMALE","4","25/06/1978","Fisher White        ","54594609"
"12/04/2044","FEMALE","4","30/12/1977","Charles Carrere     ","22124562"
"17/10/2039","FEMALE","11","25/10/1971","Isaac Wheel         ","5201687"
"29/10/2056","FEMALE","41","26/03/2000","Katrin Benet        ","5524745"
"27/01/2058","FEMALE","25","31/05/1964","Nanci Isaacs        ","87858149"
"30/06/2042","MALE  ","46","03/05/1975","Karon Evanswood     ","78771938"
"01/02/2045","FEMALE","43","09/01/2005","Sona Murdock        ","14968454"
"13/05/2056","FEMALE","31","12/01/1997","Kristin Mars        ","14154376"
"24/10/2030","MALE  ","38","05/09/1985","Gavin Conroy        ","38487480"
"21/10/2035","MALE  ","33","08/04/1964","Jann Wincott        ","80703224"
"07/11/2038","MALE  ","10","21/02/1972","Rod Shelton         ","66689370"
"26/08/2048","FEMALE","34","20/03/1972","Famke Carr          ","69542212"
"02/06/2024","MALE  ","10","29/03/1961","Dorry Nelson        ","51238180"
"29/09/2030","FEMALE","36","14/06/1999","Barbara Devine      ","9772214"
"02/06/2050","MALE  ","35","12/11/2001","Gil Chung           ","61222957"
"04/08/2044","FEMALE","31","10/10/1978","Janeane Hagar       ","77832708"
"29/03/2049","MALE  ","4","03/06/1984","Keith Strathairn    ","67167478"
"19/07/2036","FEMALE","48","10/02/1990","Jody Weston         ","13926530"
"10/08/2059","MALE  ","24","13/11/1991","Lupe Rollins        ","62028826"
"28/05/2027","MALE  ","12","05/02/1993","Fairuza Easton      ","64270121"
"16/12/2043","MALE  ","6","18/06/2005","Xander Bryson       ","4109109"
"03/07/2029","FEMALE","47","22/01/1986","Mint Alda           ","98888525"
"12/03/2051","MALE  ","34","02/07/1988","Richard Uggams      ","84871046"
"25/06/2032","MALE  ","46","18/03/2002","Carlos Colman       ","92662632"
"11/09/2042","MALE  ","9","12/12/1964","Dorry Hampton       ","59120817"
"26/02/2038","MALE  ","35","09/11/1972","Lynette Kapanka     ","33605734"
"21/03/2057","FEMALE","16","07/05/1971","Maura Tripplehorn   ","32150422"
"15/04/2041","MALE  ","40","14/10/1995","Marisa Brolin       ","18147230"
"18/02/2056","MALE  ","34","18/03/1979","Victoria Joli       ","34467034"
"04/06/2040","MALE  ","40","01/05/1993","Dionne Gano         ","39783327"
"11/04/2051","MALE  ","4","03/04/1983","Denzel Winslet      ","35928171"
"03/03/2048","MALE  ","30","16/12/1972","Fred Benson         ","56067892"
"27/12/2022","MALE  ","10","24/04/1960","Thora Heron         ","13699189"
"23/05/2036","FEMALE","16","01/03/1998","Larnelle Wariner    ","60811127"
"05/08/2036","FEMALE","22","23/05/1994","Courtney Keen       ","98703517"
"03/11/2044","FEMALE","44","22/05/1993","Miki James          ","74779533"
"28/02/2042","FEMALE","39","07/09/1996","Phoebe McCain       ","39396194"
"29/04/2046","FEMALE","25","13/10/1989","Anna Shaye          ","30397635"
"26/07/2055","MALE  ","21","06/01/2004","Jean-Luc Evans      ","46007680"
"08/11/2027","MALE  ","46","12/07/1991","Jake Patton         ","45190249"
"23/07/2052","MALE  ","20","05/01/1980","Melba Yorn          ","69127576"
"06/04/2027","FEMALE","28","06/04/1977","Brent Ramis         ","86223595"
"23/01/2053","MALE  ","28","15/05/1975","Val Orton           ","29876779"
"22/04/2027","FEMALE","14","28/07/2004","Wendy Ryan          ","4854327"
"30/03/2048","FEMALE","26","23/06/1965","Ronnie Crosby       ","11201771"
"19/02/2023","FEMALE","49","15/06/1961","Emmylou Ellis       ","98927593"
"24/08/2042","MALE  ","5","17/07/1992","Natasha Lipnicki    ","47266137"
"16/09/2047","FEMALE","49","06/02/2004","Mickey Irving       ","19428546"
"16/06/2054","FEMALE","14","12/12/2003","Martin Dean         ","66762066"
"24/04/2054","MALE  ","41","27/01/1997","Denny Deschanel     ","11736182"
"08/07/2059","MALE  ","19","21/08/1981","Allan Ball          ","62468495"
"17/08/2055","FEMALE","38","07/10/2004","Albert Quinlan      ","49304263"
"02/10/2035","MALE  ","14","15/03/1990","Geggy Del Toro      ","29792709"
"16/01/2042","MALE  ","21","17/12/1975","Candice Holland     ","11051037"
"14/11/2056","MALE  ","8","27/01/1960","Mos Englund         ","47598630"
"23/07/2041","FEMALE","40","08/03/1985","Sophie Red          ","54227767"
"10/03/2034","FEMALE","40","13/10/1990","Bobby Rock          ","21597662"
"16/02/2034","MALE  ","10","18/03/1983","Jena Sevigny        ","73305649"
"12/12/2028","MALE  ","2","18/05/1995","Benjamin Vicious    ","80206882"
"22/03/2037","MALE  ","48","05/04/1995","Laura Madsen        ","93721423"
"02/05/2026","MALE  ","36","28/07/1962","Mena Aniston        ","61314522"
"07/11/2032","MALE  ","21","08/06/1973","Suzanne Fraser      ","58404048"
"29/11/2029","MALE  ","7","03/05/1986","Garry Koyana        ","62084085"
"28/02/2057","MALE  ","25","22/02/1962","Dorry Greene        ","6118101"
"28/07/2050","MALE  ","38","07/09/1992","Pablo DeGraw        ","99026093"
"01/01/2023","MALE  ","21","03/11/1963","Janeane Day-Lewis   ","45054047"
"17/06/2040","MALE  ","18","14/10/1988","Julianna Herndon    ","48320403"
"10/05/2060","MALE  ","27","24/02/1960","Bette Shandling     ","74021372"
"12/12/2034","FEMALE","41","16/10/1993","Elisabeth Foley     ","63032112"
"22/06/2027","FEMALE","11","02/05/1974","Rachel Gilliam      ","28307531"
"13/09/2033","FEMALE","4","15/12/1979","Rachel Craven       ","680578"
"27/03/2037","MALE  ","2","08/08/1973","Owen Sarandon       ","9004005"
"29/06/2052","MALE  ","7","02/06/1962","Praga Flemyng       ","97843634"
"21/10/2027","FEMALE","37","07/06/1968","Boyd Levine         ","24620268"
"17/09/2055","MALE  ","25","27/08/1990","Mekhi Hackman       ","4358077"
"10/04/2025","MALE  ","39","14/03/1987","Tim Black           ","13357225"
"09/11/2024","MALE  ","3","15/05/1987","Joseph Byrd         ","94462576"
"25/08/2025","MALE  ","24","13/02/1968","LeVar Moss          ","54743759"
"09/11/2028","MALE  ","12","10/03/1982","Gwyneth Paquin      ","12170649"
"18/02/2022","FEMALE","3","15/09/1961","Gena Rifkin         ","1703267"
"10/08/2049","MALE  ","20","30/10/1988","Jonny Lee Satriani  ","39508910"
"11/01/2024","FEMALE","20","26/05/1975","Sharon Navarro      ","99761612"
"06/10/2048","MALE  ","11","24/04/1960","Cathy Choice        ","5259791"
"13/12/2047","MALE  ","20","21/07/2000","Curtis Lindo        ","90283705"
"20/07/2040","MALE  ","29","09/04/1962","Harriet Fiennes     ","34758021"
"06/11/2028","MALE  ","10","24/10/1988","Anne Child          ","50582950"
"06/07/2044","FEMALE","26","01/02/2002","Rolando Singh       ","84356612"
"29/03/2033","MALE  ","8","18/04/1966","Eileen Page         ","86736066"
"23/12/2031","FEMALE","9","16/09/1994","Jim Guzman          ","63650712"
"17/01/2025","FEMALE","2","22/07/2000","Etta Kristofferson  ","96205352"
"04/06/2060","FEMALE","32","19/12/1974","Delroy Dickinson    ","30676615"
"05/08/2037","FEMALE","31","27/04/1979","Kirsten Tomei       ","38171215"
"03/08/2050","MALE  ","26","21/06/1976","Matthew Biel        ","6338376"
"10/05/2047","FEMALE","3","15/06/1963","Hikaru Guest        ","21059823"
"06/08/2048","MALE  ","8","27/12/1980","Dianne Stuart       ","505872"
"15/01/2027","MALE  ","26","01/12/1976","Sam Domino          ","20364038"
"21/08/2028","FEMALE","31","02/01/2001","Diamond Cleese      ","29825811"
"11/07/2046","MALE  ","42","12/07/2004","Will McElhone       ","6750295"
"19/12/2059","MALE  ","35","18/05/1994","Danny Hubbard       ","42541114"
"21/10/2046","FEMALE","40","11/01/1972","Mike Foley          ","75869889"
"30/05/2046","FEMALE","14","14/11/1972","Oro Crow            ","4774206"
"11/07/2041","MALE  ","46","14/05/1977","Angelina Hawkins    ","58500160"
"25/07/2054","FEMALE","8","03/06/1978","Jerry Hannah        ","52046228"
"08/11/2036","FEMALE","31","28/09/1994","Collective Cattrall ","33879334"
"21/02/2032","MALE  ","11","15/06/1991","Milla Crystal       ","25526769"
"15/01/2044","MALE  ","34","21/12/1986","Shirley Flatts      ","1618339"
"30/04/2043","FEMALE","2","15/12/1984","Sylvester DeVita    ","887657"
"29/05/2029","FEMALE","2","23/12/1998","Rufus Broderick     ","69623661"
"18/01/2046","MALE  ","45","01/08/1961","Phoebe Cattrall     ","34919522"
"07/04/2031","FEMALE","47","19/05/1990","Sheena Remar        ","18297370"
"12/07/2035","MALE  ","20","05/05/1981","Cate McKean         ","7511200"
"25/04/2034","FEMALE","30","28/04/1982","Rhona Nakai         ","86143686"
"21/12/2022","FEMALE","12","14/07/1975","Michael O'Keefe     ","80439748"
"17/11/2057","MALE  ","42","15/09/1991","Nora Murdock        ","20056044"
"24/09/2055","MALE  ","23","11/03/1989","Davis Pantoliano    ","35922734"
"04/01/2059","FEMALE","19","18/06/1980","Wayne Thomson       ","26234329"
"29/10/2041","FEMALE","34","10/08/1986","Ritchie Spine       ","53294595"
"28/08/2022","FEMALE","25","13/11/1969","Mary Beth Playboys  ","76139053"
"11/11/2035","FEMALE","47","18/10/1980","Emma Chaplin        ","37735326"
"16/06/2056","FEMALE","30","06/04/1977","Shelby Jeter        ","47377472"
"14/12/2054","MALE  ","33","31/10/1973","Mickey Soul         ","86952332"
"27/06/2036","FEMALE","13","27/08/1973","Fisher Gray         ","86451636"
"18/09/2033","MALE  ","3","17/07/1961","Tal Green           ","88510485"
"18/11/2022","MALE  ","37","01/10/1997","Aida Roberts        ","30779273"
"26/09/2041","FEMALE","22","14/01/1991","Dennis Turturro     ","485343"
"04/09/2059","FEMALE","10","05/05/1972","Sam Cherry          ","58909432"
"23/01/2042","MALE  ","11","03/12/1968","Dorry Def           ","51256796"
"06/06/2037","FEMALE","43","29/07/2004","Rene Wheel          ","35096769"
"25/01/2058","MALE  ","15","18/12/1979","Treat Hynde         ","36453850"
"08/01/2039","FEMALE","39","30/09/1985","Gino Rock           ","57498895"
"02/02/2047","FEMALE","27","07/03/1979","Jackie Reeve        ","16724472"
"07/08/2033","FEMALE","26","28/11/1967","Frances Marin       ","49058678"
"04/08/2036","FEMALE","28","20/08/2005","Cole Bacon          ","15300480"
"26/10/2032","FEMALE","28","05/09/1991","Gary Oldman         ","64183969"
"28/06/2028","FEMALE","40","29/04/1961","Dabney Dayne        ","62774654"
"30/03/2025","FEMALE","21","19/06/1989","Joy McElhone        ","54742816"
"19/11/2053","MALE  ","3","02/09/1989","Natasha Winwood     ","75528045"
"22/06/2057","FEMALE","25","30/12/1981","Julio Oldman        ","50708644"
"18/06/2042","MALE  ","23","26/03/1997","Carl Heron          ","10983772"
"21/12/2043","MALE  ","10","29/04/1986","Luis Evans          ","89012531"
"21/05/2025","MALE  ","37","13/05/1985","Bradley Rourke      ","87883086"
"28/06/2028","MALE  ","50","14/08/1990","Maxine Giamatti     ","75038604"
"14/09/2041","FEMALE","20","08/02/1960","Val Gilley          ","74330307"
"28/04/2049","MALE  ","16","18/05/1980","Brittany MacNeil    ","40983756"
"18/11/2053","FEMALE","15","21/12/1966","Annette Duchovny    ","61685219"
"05/07/2038","MALE  ","35","05/09/1992","Javon Geldof        ","80244283"
"07/03/2051","FEMALE","33","06/11/1986","Neil Ryan           ","39744845"
"11/12/2023","MALE  ","41","18/12/1968","Spencer Ripley      ","43339693"
"11/01/2025","MALE  ","41","10/03/1966","Chalee Harper       ","99301009"
"20/03/2027","MALE  ","22","14/04/1983","Samuel Eastwood     ","84887833"
"23/04/2054","MALE  ","38","04/11/1979","Trace Wincott       ","93335903"
"06/12/2034","FEMALE","14","18/10/1966","Ben Peniston        ","9055680"
"22/05/2032","MALE  ","29","13/01/1970","Spencer Guinness    ","19074885"
"30/09/2052","FEMALE","44","22/08/2003","Rip Blossoms        ","78976487"
"05/01/2046","MALE  ","31","06/01/1973","Derrick Driver      ","21104043"
"11/06/2052","FEMALE","50","06/10/1992","Willie Jackson      ","90096689"
"01/05/2026","FEMALE","47","28/11/1971","Donald Blackwell    ","92029568"
"14/12/2043","MALE  ","21","08/12/1985","Blair Shandling     ","64544837"
"14/10/2055","MALE  ","32","03/10/1988","Burt Van Der Beek   ","42956764"
"21/03/2028","FEMALE","9","24/09/1970","Mena Overstreet     ","59650002"
"26/10/2054","MALE  ","48","11/12/1980","Sarah Patton        ","62648557"
"30/07/2028","MALE  ","46","19/10/1989","Suzy Gilley         ","4928517"
"19/09/2031","MALE  ","20","05/08/2001","Minnie Carnes       ","62836673"
"24/06/2044","MALE  ","40","10/11/1984","Rene Kirkwood       ","44455526"
"26/11/2055","FEMALE","19","09/07/1990","Kasey Doucette      ","49053116"
"02/05/2048","MALE  ","5","07/09/1988","Jeanne Ermey        ","71791787"
"17/02/2032","MALE  ","33","21/02/1992","Alfie Rourke        ","42775446"
"23/07/2041","MALE  ","41","26/08/1961","Murray Pollak       ","58796272"
"05/06/2043","FEMALE","42","27/12/1963","Praga Lunch         ","42886316"
"05/05/2034","MALE  ","4","14/01/1986","Gavin Gallant       ","3971535"
"11/04/2050","MALE  ","4","21/03/1994","Vonda Shelton       ","33686058"
"12/02/2046","MALE  ","47","11/03/1978","Tilda Nicholas      ","16711497"
"15/04/2055","MALE  ","47","21/06/1999","Sydney Davis        ","54216599"
"17/05/2043","MALE  ","32","25/07/1964","Trini Rourke        ","17200165"
"22/03/2055","MALE  ","30","19/09/2003","Nanci Gallagher     ","20705806"
